"_id",action,common,expectation
5e33def2b076f0f31131ce72,serve,true,"arnings about restaurants that serve raw ingredients so that tourists do n't get sick on our dime "
5e33def2b076f0f31131ce73,raw,true,"arnings about restaurants that serve raw ingredients so that tourists do n't get sick on our dime "
5e33def2b076f0f31131ce74,ingredient,true,"arnings about restaurants that serve raw ingredients so that tourists do n't get sick on our dime "
5e33def2b076f0f31131ce75,tourist,true,"arnings about restaurants that serve raw ingredients so that tourists do n't get sick on our dime "
5e33def2b076f0f31131ce76,nt,true,"arnings about restaurants that serve raw ingredients so that tourists do n't get sick on our dime "
5e33def2b076f0f31131ce77,sick,true,"arnings about restaurants that serve raw ingredients so that tourists do n't get sick on our dime "
5e33def2b076f0f31131ce78,dime,true,"arnings about restaurants that serve raw ingredients so that tourists do n't get sick on our dime "
5e33df5157c9f5616d8c22ca,want,true,"o view the contents of my shopping cart so that I can verify its contents before purchasing them "
5e33df5157c9f5616d8c22cb,view,true,"o view the contents of my shopping cart so that I can verify its contents before purchasing them "
5e33df5157c9f5616d8c22cc,content,true,"o view the contents of my shopping cart so that I can verify its contents before purchasing them "
5e33df5157c9f5616d8c22cd,shopping,true,"o view the contents of my shopping cart so that I can verify its contents before purchasing them "
5e33df5157c9f5616d8c22ce,cart,true,"o view the contents of my shopping cart so that I can verify its contents before purchasing them "
5e33df5157c9f5616d8c22cf,verify,true,"o view the contents of my shopping cart so that I can verify its contents before purchasing them "
5e33df5157c9f5616d8c22d0,content,true,"o view the contents of my shopping cart so that I can verify its contents before purchasing them "
5e33df5157c9f5616d8c22d1,purchasing,true,"o view the contents of my shopping cart so that I can verify its contents before purchasing them "
5e33df7108364df7d8304015,want,true,"I want the following shopping cart So that my customers can order product online "
5e33df7108364df7d8304016,following,true,"I want the following shopping cart So that my customers can order product online "
5e33df7108364df7d8304017,shopping,true,"I want the following shopping cart So that my customers can order product online "
5e33df7108364df7d8304018,cart,true,"I want the following shopping cart So that my customers can order product online "
5e33df7108364df7d8304019,customer,true,"I want the following shopping cart So that my customers can order product online "
5e33df7108364df7d830401a,order,true,"I want the following shopping cart So that my customers can order product online "
5e33df7108364df7d830401b,product,true,"I want the following shopping cart So that my customers can order product online "
5e33df7108364df7d830401c,online,true,"I want the following shopping cart So that my customers can order product online "
5e33dfa5fbcf892d6b693077,want,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33dfa5fbcf892d6b693078,ordered,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33dfa5fbcf892d6b693079,item,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33dfa5fbcf892d6b69307a,shown,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33dfa5fbcf892d6b69307b,shopping,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33dfa5fbcf892d6b69307c,cart,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33dfa5fbcf892d6b69307d,online,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33dfa5fbcf892d6b69307e,customer,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33dfa5fbcf892d6b69307f,ordered,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33dfebb622d954c9070938,want,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33dfebb622d954c9070939,online,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33dfebb622d954c907093a,customer,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33dfebb622d954c907093b,discount,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33dfebb622d954c907093c,detail,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33dfebb622d954c907093d,shopping,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33dfebb622d954c907093e,cart,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33dfebb622d954c907093f,self,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33dfebb622d954c9070940,happy,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33dfebb622d954c9070941,discount,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33dfebb622d954c9070942,receive,true,"I want my online customers to see that discount details in the shopping cart it self So that can be happy about discounts they receive "
5e33e007d61ee0c8cd5966c6,want,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e007d61ee0c8cd5966c7,select,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e007d61ee0c8cd5966c8,different,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e007d61ee0c8cd5966c9,billing,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e007d61ee0c8cd5966ca,shipping,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e007d61ee0c8cd5966cb,address,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e007d61ee0c8cd5966cc,good,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e007d61ee0c8cd5966cd,parent,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e007d61ee0c8cd5966ce,home,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e007d61ee0c8cd5966cf,instead,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e007d61ee0c8cd5966d0,home,true,"I want to select different billing and shipping addresses So that I can get the goods to my parents home instead my home "
5e33e02b87b7aba87e1d9f17,want,true,"I want to have many different shipping options So that I can get special discounts/expiditated shipping for my order "
5e33e02b87b7aba87e1d9f18,different,true,"I want to have many different shipping options So that I can get special discounts/expiditated shipping for my order "
5e33e02b87b7aba87e1d9f19,shipping,true,"I want to have many different shipping options So that I can get special discounts/expiditated shipping for my order "
5e33e02b87b7aba87e1d9f1a,option,true,"I want to have many different shipping options So that I can get special discounts/expiditated shipping for my order "
5e33e02b87b7aba87e1d9f1b,special,true,"I want to have many different shipping options So that I can get special discounts/expiditated shipping for my order "
5e33e02b87b7aba87e1d9f1c,discountsexpiditated,true,"I want to have many different shipping options So that I can get special discounts/expiditated shipping for my order "
5e33e02b87b7aba87e1d9f1d,shipping,true,"I want to have many different shipping options So that I can get special discounts/expiditated shipping for my order "
5e33e02b87b7aba87e1d9f1e,order,true,"I want to have many different shipping options So that I can get special discounts/expiditated shipping for my order "
5e33e04d376528d368716734,want,true,"I want to order amount summary in the shopping cart So that my online customers knows how much they have to pay in total "
5e33e04d376528d368716735,order,true,"I want to order amount summary in the shopping cart So that my online customers knows how much they have to pay in total "
5e33e04d376528d368716736,summary,true,"I want to order amount summary in the shopping cart So that my online customers knows how much they have to pay in total "
5e33e04d376528d368716737,shopping,true,"I want to order amount summary in the shopping cart So that my online customers knows how much they have to pay in total "
5e33e04d376528d368716738,cart,true,"I want to order amount summary in the shopping cart So that my online customers knows how much they have to pay in total "
5e33e04d376528d368716739,online,true,"I want to order amount summary in the shopping cart So that my online customers knows how much they have to pay in total "
5e33e04d376528d36871673a,customer,true,"I want to order amount summary in the shopping cart So that my online customers knows how much they have to pay in total "
5e33e04d376528d36871673b,know,true,"I want to order amount summary in the shopping cart So that my online customers knows how much they have to pay in total "
5e33e04d376528d36871673c,pay,true,"I want to order amount summary in the shopping cart So that my online customers knows how much they have to pay in total "
5e33e04d376528d36871673d,total,true,"I want to order amount summary in the shopping cart So that my online customers knows how much they have to pay in total "
5e33e063607ae5058608f7e9,want,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33e063607ae5058608f7ea,ordered,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33e063607ae5058608f7eb,item,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33e063607ae5058608f7ec,shown,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33e063607ae5058608f7ed,shopping,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33e063607ae5058608f7ee,cart,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33e063607ae5058608f7ef,online,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33e063607ae5058608f7f0,customer,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33e063607ae5058608f7f1,ordered,true,"I want the ordered items to be shown in the shopping cart So that my online customers can see what they have ordered now "
5e33e082c422cac2eb60f17b,want,true,"I want to enter discount codes for my order So that I get a discounted price "
5e33e082c422cac2eb60f17c,enter,true,"I want to enter discount codes for my order So that I get a discounted price "
5e33e082c422cac2eb60f17d,discount,true,"I want to enter discount codes for my order So that I get a discounted price "
5e33e082c422cac2eb60f17e,code,true,"I want to enter discount codes for my order So that I get a discounted price "
5e33e082c422cac2eb60f17f,order,true,"I want to enter discount codes for my order So that I get a discounted price "
5e33e082c422cac2eb60f180,discounted,true,"I want to enter discount codes for my order So that I get a discounted price "
5e33e082c422cac2eb60f181,price,true,"I want to enter discount codes for my order So that I get a discounted price "
5e33e0a2da1d20672338a8e1,want,false,"I want to select different payment methods So that I can be flexible on my cash flow "
5e33e0a2da1d20672338a8e2,select,false,"I want to select different payment methods So that I can be flexible on my cash flow "
5e33e0a2da1d20672338a8e3,different,false,"I want to select different payment methods So that I can be flexible on my cash flow "
5e33e0a2da1d20672338a8e4,payment,false,"I want to select different payment methods So that I can be flexible on my cash flow "
5e33e0a2da1d20672338a8e5,method,false,"I want to select different payment methods So that I can be flexible on my cash flow "
5e33e0a2da1d20672338a8e6,flexible,false,"I want to select different payment methods So that I can be flexible on my cash flow "
5e33e0a2da1d20672338a8e7,cash,false,"I want to select different payment methods So that I can be flexible on my cash flow "
5e33e0a2da1d20672338a8e8,flow,false,"I want to select different payment methods So that I can be flexible on my cash flow "
5e33e0d441348f346b14a224,want,true,"I want something working as a online shopping cart as first cut of it So that I can give feedback "
5e33e0d441348f346b14a225,working,true,"I want something working as a online shopping cart as first cut of it So that I can give feedback "
5e33e0d441348f346b14a226,online,true,"I want something working as a online shopping cart as first cut of it So that I can give feedback "
5e33e0d441348f346b14a227,shopping,true,"I want something working as a online shopping cart as first cut of it So that I can give feedback "
5e33e0d441348f346b14a228,cart,true,"I want something working as a online shopping cart as first cut of it So that I can give feedback "
5e33e0d441348f346b14a229,cut,true,"I want something working as a online shopping cart as first cut of it So that I can give feedback "
5e33e0d441348f346b14a22a,feedback,true,"I want something working as a online shopping cart as first cut of it So that I can give feedback "
5e33e10b45226c6a01a3b535,want,true,"I want the shopping cart to be in line with my corporate theme So that I can go to the market with ti "
5e33e10b45226c6a01a3b536,shopping,true,"I want the shopping cart to be in line with my corporate theme So that I can go to the market with ti "
5e33e10b45226c6a01a3b537,cart,true,"I want the shopping cart to be in line with my corporate theme So that I can go to the market with ti "
5e33e10b45226c6a01a3b538,line,true,"I want the shopping cart to be in line with my corporate theme So that I can go to the market with ti "
5e33e10b45226c6a01a3b539,corporate,true,"I want the shopping cart to be in line with my corporate theme So that I can go to the market with ti "
5e33e10b45226c6a01a3b53a,theme,true,"I want the shopping cart to be in line with my corporate theme So that I can go to the market with ti "
5e33e10b45226c6a01a3b53b,market,true,"I want the shopping cart to be in line with my corporate theme So that I can go to the market with ti "
5e33e10b45226c6a01a3b53c,ti,true,"I want the shopping cart to be in line with my corporate theme So that I can go to the market with ti "
5e33e12300d3696afe9aed44,want,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e12300d3696afe9aed45,shopping,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e12300d3696afe9aed46,cart,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e12300d3696afe9aed47,load,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e12300d3696afe9aed48,second,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e12300d3696afe9aed49,specified,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e12300d3696afe9aed4a,condition,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e12300d3696afe9aed4b,faster,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e12300d3696afe9aed4c,competitor,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e12300d3696afe9aed4d,shopping,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e12300d3696afe9aed4e,cart,true,"I want to shopping cart to load within 1 seconds under the specified conditions So that this can be faster than my competitors shopping cart "
5e33e14d2077c4a469401b68,want,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e14d2077c4a469401b69,shopping,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e14d2077c4a469401b6a,cart,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e14d2077c4a469401b6b,stand,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e14d2077c4a469401b6c,possible,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e14d2077c4a469401b6d,denial,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e14d2077c4a469401b6e,service,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e14d2077c4a469401b6f,attack,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e14d2077c4a469401b70,competitor,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e14d2077c4a469401b71,stand,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e14d2077c4a469401b72,competition,true,"I want the shopping cart to stand a possible denial of service attack from my competitors So that I can stand out in the competition "
5e33e168ee77fce658e6e9f0,want,true,"o add products in my shopping cart so that I can purchase multiple products at one go "
5e33e168ee77fce658e6e9f1,add,true,"o add products in my shopping cart so that I can purchase multiple products at one go "
5e33e168ee77fce658e6e9f2,product,true,"o add products in my shopping cart so that I can purchase multiple products at one go "
5e33e168ee77fce658e6e9f3,shopping,true,"o add products in my shopping cart so that I can purchase multiple products at one go "
5e33e168ee77fce658e6e9f4,cart,true,"o add products in my shopping cart so that I can purchase multiple products at one go "
5e33e168ee77fce658e6e9f5,purchase,true,"o add products in my shopping cart so that I can purchase multiple products at one go "
5e33e168ee77fce658e6e9f6,multiple,true,"o add products in my shopping cart so that I can purchase multiple products at one go "
5e33e168ee77fce658e6e9f7,product,true,"o add products in my shopping cart so that I can purchase multiple products at one go "
5e33e180579d14824e479c0c,want,false,"So that I can browse and buy listed products from the website "
5e33e180579d14824e479c0d,able,false,"So that I can browse and buy listed products from the website "
5e33e180579d14824e479c0e,register,false,"So that I can browse and buy listed products from the website "
5e33e180579d14824e479c0f,website,false,"So that I can browse and buy listed products from the website "
5e33e199b8b316fe534f0980,want,true,"So that I can make my choice and buy a listed product from the website "
5e33e199b8b316fe534f0981,able,true,"So that I can make my choice and buy a listed product from the website "
5e33e199b8b316fe534f0982,browse,true,"So that I can make my choice and buy a listed product from the website "
5e33e199b8b316fe534f0983,listed,true,"So that I can make my choice and buy a listed product from the website "
5e33e199b8b316fe534f0984,product,true,"So that I can make my choice and buy a listed product from the website "
5e33e199b8b316fe534f0985,website,true,"So that I can make my choice and buy a listed product from the website "
5e33e1c7fc6b2f985a177a88,want,true,"I want to view a list of products so I can select some to purchase "
5e33e1c7fc6b2f985a177a89,view,true,"I want to view a list of products so I can select some to purchase "
5e33e1c7fc6b2f985a177a8a,list,true,"I want to view a list of products so I can select some to purchase "
5e33e1c7fc6b2f985a177a8b,product,true,"I want to view a list of products so I can select some to purchase "
5e33e1c7fc6b2f985a177a8c,select,true,"I want to view a list of products so I can select some to purchase "
5e33e1c7fc6b2f985a177a8d,purchase,true,"I want to view a list of products so I can select some to purchase "
