"_id",action,common,expectation
5e2188d14682b775a2c05537,place,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188d14682b775a2c05538,ensure,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188d14682b775a2c05539,nt,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188d14682b775a2c0553a,run,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188d14682b775a2c0553b,med,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188d14682b775a2c0553c,having,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188d14682b775a2c0553d,record,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188d14682b775a2c0553e,shown,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188d14682b775a2c0553f,care,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188d14682b775a2c05540,provider,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188d14682b775a2c05541,necessary,true,"I want to manage my medications from various care settings in one place so I can ensure that I do n't run out of my meds as well as having a record that can be shown to another care provider if necessary "
5e2188faa8d3a507aa27be63,want,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be64,medication,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be65,change,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be66,highlighted,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be67,viewing,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be68,medication,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be69,summary,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be6a,likely,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be6b,miss,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be6c,dosage,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be6d,changed,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be6e,medication,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be6f,previously,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e2188faa8d3a507aa27be70,taking,true,"I want medication changes to be highlighted when viewing my medication summary so I am less likely to miss that dosages have changed on medication I was previously taking "
5e21891a1931626c154afd16,want,false,"I want to inform a patient that their prescription is available for collection so they can arrange for collection "
5e21891a1931626c154afd17,inform,false,"I want to inform a patient that their prescription is available for collection so they can arrange for collection "
5e21891a1931626c154afd18,patient,false,"I want to inform a patient that their prescription is available for collection so they can arrange for collection "
5e21891a1931626c154afd19,prescription,false,"I want to inform a patient that their prescription is available for collection so they can arrange for collection "
5e21891a1931626c154afd1a,available,false,"I want to inform a patient that their prescription is available for collection so they can arrange for collection "
5e21891a1931626c154afd1b,collection,false,"I want to inform a patient that their prescription is available for collection so they can arrange for collection "
5e21891a1931626c154afd1c,arrange,false,"I want to inform a patient that their prescription is available for collection so they can arrange for collection "
5e21891a1931626c154afd1d,collection,false,"I want to inform a patient that their prescription is available for collection so they can arrange for collection "
5e218936b3899c2bdc35ebf0,want,true,"I want to refer a patient for physiotherapy to provide the patient with the most appropriate care "
5e218936b3899c2bdc35ebf1,refer,true,"I want to refer a patient for physiotherapy to provide the patient with the most appropriate care "
5e218936b3899c2bdc35ebf2,patient,true,"I want to refer a patient for physiotherapy to provide the patient with the most appropriate care "
5e218936b3899c2bdc35ebf3,physiotherapy,true,"I want to refer a patient for physiotherapy to provide the patient with the most appropriate care "
5e218936b3899c2bdc35ebf4,provide,true,"I want to refer a patient for physiotherapy to provide the patient with the most appropriate care "
5e218936b3899c2bdc35ebf5,patient,true,"I want to refer a patient for physiotherapy to provide the patient with the most appropriate care "
5e218936b3899c2bdc35ebf6,appropriate,true,"I want to refer a patient for physiotherapy to provide the patient with the most appropriate care "
5e218936b3899c2bdc35ebf7,care,true,"I want to refer a patient for physiotherapy to provide the patient with the most appropriate care "
5e218951bf1b7d82bb044b5a,want,true,"o restrict access to my medication record so that it can only be seen by doctors and nurses "
5e218951bf1b7d82bb044b5b,restrict,true,"o restrict access to my medication record so that it can only be seen by doctors and nurses "
5e218951bf1b7d82bb044b5c,access,true,"o restrict access to my medication record so that it can only be seen by doctors and nurses "
5e218951bf1b7d82bb044b5d,medication,true,"o restrict access to my medication record so that it can only be seen by doctors and nurses "
5e218951bf1b7d82bb044b5e,record,true,"o restrict access to my medication record so that it can only be seen by doctors and nurses "
5e218951bf1b7d82bb044b5f,seen,true,"o restrict access to my medication record so that it can only be seen by doctors and nurses "
5e218951bf1b7d82bb044b60,doctor,true,"o restrict access to my medication record so that it can only be seen by doctors and nurses "
5e218951bf1b7d82bb044b61,nurse,true,"o restrict access to my medication record so that it can only be seen by doctors and nurses "
5e218951bf1b7d82bb044b62,protect,true,"o restrict access to my medication record so that it can only be seen by doctors and nurses "
5e218951bf1b7d82bb044b63,privacy,true,"o restrict access to my medication record so that it can only be seen by doctors and nurses "
